Target,Planet Name,TSM,ESM (5um),Mass (M_J),Mass (M_E),Radius (R_J),Radius (R_E),T_eq,Star SpT,Star Vmag,Event,Mode,Status,Category,Program,PI Name
CD-38-1467-copy,TOI-451 d,0.071,0.006,0.049,15.6,0.363,4.07,722.0,nan,10.939,Transit,NIRSPEC.BOTS+G395H,Archived,GO,5959,Feinstein
CD-38-1467-copy,TOI-451 d,0.071,0.006,0.049,15.6,0.363,4.07,722.0,nan,10.939,see_phase,NIRISS.SOSS,FlightReady,GO,5959,Feinstein
CD-38-1467-copy,TOI-451 d,0.071,0.006,0.049,15.6,0.363,4.07,722.0,nan,10.939,Transit,NIRSPEC.BOTS+G395H,FlightReady,GO,5959,Feinstein
CD-38-1467-copy,TOI-451 d,0.071,0.006,0.049,15.6,0.363,4.07,722.0,nan,10.939,Transit,NIRISS.SOSS,Implementation,GO,5959,Feinstein
BD+40-2790,TOI-2076 c,0.039,0.009,0.17305,55.0,0.33,3.694,543.0,K,9.139,Transit,NIRSPEC.BOTS+G395H,Implementation,GO,5959,Feinstein
BD+40-2790,TOI-2076 c,0.039,0.009,0.17305,55.0,0.33,3.694,543.0,K,9.139,Transit,NIRISS.SOSS,Implementation,GO,5959,Feinstein
BD+40-2790,TOI-2076 c,0.039,0.009,0.17305,55.0,0.33,3.694,543.0,K,9.139,Transit,NIRSPEC.BOTS+G395H,Implementation,GO,5959,Feinstein
BD+40-2790,TOI-2076 c,0.039,0.009,0.17305,55.0,0.33,3.694,543.0,K,9.139,Transit,NIRISS.SOSS,Implementation,GO,5959,Feinstein
BD+40-2790,TOI-2076 c,0.039,0.009,0.17305,55.0,0.33,3.694,543.0,K,9.139,Transit,NIRSPEC.BOTS+G395H,Implementation,GO,5959,Feinstein
BD+40-2790,TOI-2076 c,0.039,0.009,0.17305,55.0,0.33,3.694,543.0,K,9.139,Transit,NIRISS.SOSS,Implementation,GO,5959,Feinstein
TOI-849,TOI-849 b,0.015,0.019,0.13152,41.8,0.325,3.64,1932.0,G,11.981,Eclipse,NIRSPEC.BOTS+G395H,Implementation,GO,5967,Roy
TOI-849,TOI-849 b,0.015,0.019,0.13152,41.8,0.325,3.64,1932.0,G,11.981,Eclipse,NIRSPEC.BOTS+G395H,Implementation,GO,5967,Roy
TOI-849,TOI-849 b,0.015,0.019,0.13152,41.8,0.325,3.64,1932.0,G,11.981,Eclipse,NIRSPEC.BOTS+G395H,Implementation,GO,5967,Roy
TOI-700,TOI-700 d,0.031,0.0,0.00394,1.25,0.096,1.073,269.0,M2.5 V,13.151,Transit,NIRISS.SOSS,Implementation,GO,6193,Pass
TOI-700,TOI-700 d,0.031,0.0,0.00394,1.25,0.096,1.073,269.0,M2.5 V,13.151,Transit,NIRISS.SOSS,Implementation,GO,6193,Pass
HD-207496,HD 207496 b,0.13,0.013,0.01919,6.1,0.201,2.25,743.0,K2.5 V,8.23,Transit,NIRCAM.GRISMR+F322W2,Implementation,GO,6284,Coy
HD-207496,HD 207496 b,0.13,0.013,0.01919,6.1,0.201,2.25,743.0,K2.5 V,8.23,Transit,NIRCAM.GRISMR+F444W,Implementation,GO,6284,Coy
TRAPPIST-1,TRAPPIST-1 h,0.091,0.0,0.00103,0.326,0.067,0.755,172.0,nan,17.02,nan,NIRSPEC.BOTS+PRISM,Archived,GO,6456,Allen
TRAPPIST-1,TRAPPIST-1 h,0.091,0.0,0.00103,0.326,0.067,0.755,172.0,nan,17.02,nan,NIRSPEC.BOTS+PRISM,FlightReady,GO,6456,Allen
TRAPPIST-1,TRAPPIST-1 h,0.091,0.0,0.00103,0.326,0.067,0.755,172.0,nan,17.02,nan,NIRSPEC.BOTS+PRISM,Archived,GO,6456,Allen
TRAPPIST-1,TRAPPIST-1 h,0.091,0.0,0.00103,0.326,0.067,0.755,172.0,nan,17.02,nan,NIRSPEC.BOTS+PRISM,FlightReady,GO,6456,Allen
TRAPPIST-1,TRAPPIST-1 h,0.091,0.0,0.00103,0.326,0.067,0.755,172.0,nan,17.02,nan,NIRSPEC.BOTS+PRISM,FlightReady,GO,6456,Allen
TRAPPIST-1,TRAPPIST-1 h,0.091,0.0,0.00103,0.326,0.067,0.755,172.0,nan,17.02,nan,NIRSPEC.BOTS+PRISM,FlightReady,GO,6456,Allen
LP-791-18,LP 791-18 c,0.107,0.001,0.02234,7.1,0.218,2.438,324.0,M(6.1 +/- 0.7) V,16.91,Eclipse,MIRI.F1500W,FlightReady,GO,6457,Benneke
LP-791-18,LP 791-18 c,0.107,0.001,0.02234,7.1,0.218,2.438,324.0,M(6.1 +/- 0.7) V,16.91,Eclipse,MIRI.F1500W,FlightReady,GO,6457,Benneke
LP-791-18,LP 791-18 c,0.107,0.001,0.02234,7.1,0.218,2.438,324.0,M(6.1 +/- 0.7) V,16.91,Eclipse,MIRI.F1500W,FlightReady,GO,6457,Benneke
LP-791-18,LP 791-18 c,0.107,0.001,0.02234,7.1,0.218,2.438,324.0,M(6.1 +/- 0.7) V,16.91,Eclipse,MIRI.F1500W,FlightReady,GO,6457,Benneke
LP-791-18,LP 791-18 c,0.107,0.001,0.02234,7.1,0.218,2.438,324.0,M(6.1 +/- 0.7) V,16.91,Eclipse,MIRI.F1500W,FlightReady,GO,6457,Benneke
Kepler-167,Kepler-167 e,0.009,0.0,1.01,321.00669,0.906,10.16,134.0,K4,14.284,PhaseC,NIRSPEC.BOTS+PRISM,Archived,GO,6491,Cassese
LHS1140,LHS 1140 b,0.064,0.0,0.01762,5.6,0.154,1.73,226.0,M4.5 V,14.15,Transit,NIRISS.SOSS,Archived,DD,6543,Cadieux
LHS-1140,LHS 1140 b,0.064,0.0,0.01762,5.6,0.154,1.73,226.0,M4.5 V,14.15,Transit,NIRISS.SOSS,Archived,DD,6543,Cadieux
