Target,Planet Name,TSM,ESM (5um),Mass (M_J),Mass (M_E),Radius (R_J),Radius (R_E),T_eq,Star SpT,Star Vmag,Event,Mode,Status,Category,Program,PI Name
HD-181327,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F335M+F250M+F300M+F444W,Archived,GTO,2780,Gaspar
HD-181327-PSF,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F335M+F250M+F300M+F444W,Archived,GTO,2780,Gaspar
HD-61005,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F335M+F250M+F300M+F444W,Skipped,GTO,2780,Gaspar
HD-61005,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F335M+F250M+F300M+F444W,Skipped,GTO,2780,Gaspar
HD-61005,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F335M+F250M+F300M+F444W,Archived,GTO,2780,Gaspar
HD-61005,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F335M+F250M+F300M+F444W,Archived,GTO,2780,Gaspar
HD-61005-PSF,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F335M+F250M+F300M+F444W,Archived,GTO,2780,Gaspar
HD-61005-PSF,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F335M+F250M+F300M+F444W,Failed,GTO,2780,Gaspar
HD-32297,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F335M+F250M+F300M+F444W,Failed,GTO,2780,Gaspar
HD-32297,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F335M+F250M+F300M+F444W,Failed,GTO,2780,Gaspar
HD-32297-PSF,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F335M+F250M+F300M+F444W,Failed,GTO,2780,Gaspar
HD-32297,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F335M+F250M+F300M+F444W,Archived,GTO,2780,Gaspar
HD-32297,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F335M+F250M+F300M+F444W,Archived,GTO,2780,Gaspar
HD-32297-PSF2,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F335M+F250M+F300M+F444W,Archived,GTO,2780,Gaspar
HR-4796A,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W+F444W+F444W+F444W+F444W+F444W+F444W+F444W+F444W+F444W+F444W+F444W,PendingSubmission,GO,3087,Ren
HR-4796A,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W+F444W+F444W+F444W+F444W+F444W+F444W+F444W+F444W+F444W+F444W+F444W,PendingSubmission,GO,3087,Ren
HR-4735,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W+F444W+F444W+F444W+F444W+F444W+F444W+F444W+F444W+F444W+F444W+F444W,PendingSubmission,GO,3087,Ren
LKCA15,LkCa 15 b,0.0,0.0,nan,nan,nan,nan,nan,nan,12.025,DI,MIRI.F1140C,Failed,GO,3254,Benisty
LKCA15-SCI-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Failed,GO,3254,Benisty
LKCA15-SCI-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Failed,GO,3254,Benisty
LKCA15-REFERENCE,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Failed,GO,3254,Benisty
LKCA15,LkCa 15 b,0.0,0.0,nan,nan,nan,nan,nan,nan,12.025,DI,MIRI.F1140C,Archived,GO,3254,Benisty
LKCA15-SCI-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,3254,Benisty
LKCA15-SCI-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,3254,Benisty
LKCA15-REFERENCE,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,3254,Benisty
J1842,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,3254,Benisty
J1842-SCI-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,3254,Benisty
J1842-SCI-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,3254,Benisty
J1842-REFERENCE,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,3254,Benisty
J1615,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,3254,Benisty
J1615-SCI-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,3254,Benisty
J1615-SCI-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,3254,Benisty
J1615-REFERENCE,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,3254,Benisty
SYCHA,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,3254,Benisty
SYCHA-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,3254,Benisty
SYCHA-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,3254,Benisty
SYCHA-REFERENCE,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,3254,Benisty
14-HER,14 Her b,-1.0,-1.0,8.053,2559.47216,1.12,12.6,nan,K0 V,6.61935,DI,NIRCAM.F444W,Archived,GO,3337,BardalezGagliuffi
14-HER,14 Her b,0.0,0.0,8.053,2559.47216,1.12,12.6,nan,K0 V,6.61935,DI,NIRCAM.F444W,Archived,GO,3337,BardalezGagliuffi
HD-144002,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3337,BardalezGagliuffi
TWA7,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,3662,Lagrange
TWA7,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,3662,Lagrange
TWA7-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,3662,Lagrange
CD-23-9765,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,3662,Lagrange
CD-23-9765-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,3662,Lagrange
HD-181327,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,3662,Lagrange
HD-181327,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,3662,Lagrange
HD-181327-BACKGROUND,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,3662,Lagrange
HD-203010,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,3662,Lagrange
HD-203010-background,-,-,-,-,-,-,-,-,-,-,DI,MIRI.F1140C,Archived,GO,3662,Lagrange
2MJ0944,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W+F356W,Archived,GO,3840,Bogat
2MJ0944,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W+F356W,Archived,GO,3840,Bogat
V-AP-COL,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W+F356W,Archived,GO,3840,Bogat
FOMALHAUT,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3925,Beichman
FOMALHAUT,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3925,Beichman
FOMALHAUT,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F356W,Archived,GO,3925,Beichman
FOMALHAUT,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F356W,Archived,GO,3925,Beichman
ELIAS2-27,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3947,Bowler
ELIAS2-27,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3947,Bowler
HD-150178,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3947,Bowler
IM-LUP,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3947,Bowler
IM-LUP,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3947,Bowler
HD-137749,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3947,Bowler
AB-AUR,AB Aur b,0.0,0.0,9.0,2860.45566,1.12,12.5,nan,nan,7.076,DI,NIRCAM.F444W,Failed,GO,3947,Bowler
AB-AUR,AB Aur b,0.0,0.0,9.0,2860.45566,1.12,12.5,nan,nan,7.076,DI,NIRCAM.F444W,Failed,GO,3947,Bowler
HD-35600,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Failed,GO,3947,Bowler
AB-AUR,AB Aur b,0.0,0.0,9.0,2860.45566,1.12,12.5,nan,nan,7.076,DI,NIRCAM.F444W,Archived,GO,3947,Bowler
AB-AUR,AB Aur b,0.0,0.0,9.0,2860.45566,1.12,12.5,nan,nan,7.076,DI,NIRCAM.F444W,Archived,GO,3947,Bowler
HD-35600,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3947,Bowler
WAOPH6,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3947,Bowler
WAOPH6,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3947,Bowler
HD-153135,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3947,Bowler
RU-LUP,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3947,Bowler
RU-LUP,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3947,Bowler
TYC-7320-262-1,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3947,Bowler
HD-53143,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3973,Pearce
HD-53143,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3973,Pearce
HD-37501,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3973,Pearce
HD21997,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3989,Hinkley
HD25945,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3989,Hinkley
HD92945,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3989,Hinkley
HD92921,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3989,Hinkley
HD202628,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3989,Hinkley
HD190580,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3989,Hinkley
HD195627,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3989,Hinkley
HD197051,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3989,Hinkley
HD109085,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Failed,GO,3989,Hinkley
HD114642,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Failed,GO,3989,Hinkley
HD109085,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,FlightReady,GO,3989,Hinkley
HD114642,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,FlightReady,GO,3989,Hinkley
HD164249,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3989,Hinkley
HD161915,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3989,Hinkley
HD113337,HD 113337 b,0.0,0.0,3.259,1035.80278,1.17,13.1,nan,F6 V,6.02078,DI,NIRCAM.F444W,Archived,GO,3989,Hinkley
HD125161,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,3989,Hinkley
HD-36575,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F430M,Archived,GO,4014,Wagner
MWC758,MWC 758 c,0.0,0.0,nan,nan,nan,nan,500.0,A8Ve,8.270001,DI,NIRCAM.F430M,Archived,GO,4014,Wagner
MWC758,MWC 758 c,-1.0,-1.0,nan,nan,nan,nan,500.0,A8Ve,8.270001,DI,NIRCAM.F430M,Archived,GO,4014,Wagner
TWA-43,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
TWA-11A,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
REF-I-VEL,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
TWA-9A,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
TWA-25,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
REF-HD-101581,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
TWA-12,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Failed,GO,4050,Carter
TWA-13A,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Failed,GO,4050,Carter
TWA-10,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Failed,GO,4050,Carter
TWA-47,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Failed,GO,4050,Carter
REF-CD-23-9765,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Failed,GO,4050,Carter
TWA-12,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
TWA-13A,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
TWA-10,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
TWA-47,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
REF-CD-23-9765,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
TWA-8A,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
TWA-23A,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
TWA-20A,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
TWA-46,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
REF-HD-89063,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
TWA-7,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
TWA-33,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
TWA-45,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
TWA-35,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
REF-IRAS-09432-4847,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
TWA-34,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
J1058-2346,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
TWA-30A,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
TWA-36,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
TWA-44,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
REF-Y-Crt,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
TWA-26,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
TWA-29,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
REF-IRAS-13041-5653,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4050,Carter
V-DG-CRA,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4090,Ginski
V-DG-CRA,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4090,Ginski
UCAC4_267-178509,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GO,4090,Ginski
ALTAIR,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GTO,4534,Beichman
ALTAIR,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GTO,4534,Beichman
VEGA,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Archived,GTO,4534,Beichman
HD-218396,HR 8799 b,0.0,0.0,7.0,2000.0,1.2,13.0,1200.0,A5 V,5.98,DI,NIRCAM.F444W+F356W,Skipped,GTO,4535,Beichman
HD-218396,HR 8799 b,0.0,0.0,7.0,2000.0,1.2,13.0,1200.0,A5 V,5.98,DI,NIRCAM.F444W+F356W,Skipped,GTO,4535,Beichman
HD-97048,HD 97048 b,0.0,0.0,2.5,794.575,1.18,13.3,nan,Be9.5/AO,8.44,DI,NIRCAM.F444W,Implementation,GTO,4543,Leisenring
HD-97048,HD 97048 b,0.0,0.0,2.5,794.575,1.18,13.3,nan,Be9.5/AO,8.44,DI,NIRCAM.F444W,Implementation,GTO,4543,Leisenring
Ref_HD-105121,-,-,-,-,-,-,-,-,-,-,DI,NIRCAM.F444W,Implementation,GTO,4543,Leisenring
