Category,Program,Observation,Visit,Target,R.A. 2000,Dec. 2000,Event,Start.Phase,End.Phase,Mode,Subarray,Readout pattern,Groups,Start date,End date,Hours,Status,Prop.Period,Plan Windows,Repeat,PI name,rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbper_reflink,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmax_reflink,pl_angsep,pl_angseperr1,pl_angseperr2,pl_angseplim,pl_angsep_reflink,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rade_reflink,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radj_reflink,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmasse_reflink,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassj_reflink,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_dens_reflink,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccen_reflink,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insol_reflink,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqt_reflink,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincl_reflink,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmid_systemref,pl_tranmid_reflink,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_imppar_reflink,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandep_reflink,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_trandur_reflink,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratdor_reflink,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_ratror_reflink,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_occdep_reflink,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orbtper_systemref,pl_orbtper_reflink,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_orblper_reflink,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_rvamp_reflink,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_projobliq_reflink,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,pl_trueobliq_reflink,st_spectype,st_spectype_reflink,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teff_reflink,st_rad,st_raderr1,st_raderr2,st_radlim,st_rad_reflink,st_mass,st_masserr1,st_masserr2,st_masslim,st_mass_reflink,st_met,st_meterr1,st_meterr2,st_metlim,st_met_reflink,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lum_reflink,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_logg_reflink,st_age,st_ageerr1,st_ageerr2,st_agelim,st_age_reflink,st_dens,st_denserr1,st_denserr2,st_denslim,st_dens_reflink,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_vsin_reflink,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_rotp_reflink,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radv_reflink,rastr,ra,decstr,dec,glat,glon,elat,elon,ra_reflink,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_pm_reflink,sy_dist,sy_disterr1,sy_disterr2,sy_dist_reflink,sy_plx,sy_plxerr1,sy_plxerr2,sy_plx_reflink,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_bmag_reflink,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_vmag_reflink,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_jmag_reflink,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_hmag_reflink,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_kmag_reflink,sy_umag,sy_umagerr1,sy_umagerr2,sy_umag_reflink,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_gmag_reflink,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_rmag_reflink,sy_imag,sy_imagerr1,sy_imagerr2,sy_imag_reflink,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_zmag_reflink,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w1mag_reflink,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w2mag_reflink,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w3mag_reflink,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_w4mag_reflink,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_gaiamag_reflink,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_icmag_reflink,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_tmag_reflink,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,sy_kepmag_reflink,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec
COM,1033,5,1,L168-9,23:20:06.8620,-60:03:56.63,Transit,0.91616,0.94589,MIRI.LRS,SLITLESSPRISM,FASTR1,9,May_29_2022_06:44:37,May_29_2022_12:18:14,4.97,Archived,0,X,X,Kendrew,4760,L 168-9 b,L 168-9,b,nan,HIP 115211,TIC 234994474,Gaia DR2 6491962296196145664,1,1,0,0,Transit,2020,<a refstr=ASTUDILLO_DEFRU_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..58A/abstract target=ref>Astudillo-Defru et al. 2020</a>,2020-04,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1,0,0,1,0,0,0,0,0,0,0,1.40152604,7.4e-07,-8.2e-07,0.0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,0.0208,0.0006,-0.0006,0.0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,0.827,nan,nan,0.0,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,1.63,0.14,-0.14,0.0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,0.145,0.012,-0.012,0.0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,4.07,0.45,-0.45,0.0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,0.01281,0.00142,-0.00142,0.0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,Mass,5.18,1.46,-1.46,0.0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,0.0,nan,nan,0.0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,149.37,nan,nan,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,998.0,39.0,-39.0,0.0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,84.27,1.01,-1.01,0.0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,2459082.857,0.00041,-0.00037,0.0,BJD,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,0,0.74,0.09,-0.12,0.0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,0.059375,0.004281,-0.004281,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1.02,0.19,-0.19,0.0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,8.61,0.25,-0.37,0.0,<a refstr=BOUWMAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023PASP..135c8002B/abstract target=ref>Bouwman et al. 2023</a>,0.0247,0.0015,-0.001,0.0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,nan,nan,nan,nan,nan,nan,nan,nan,nan,BJD,nan,90.0,nan,nan,0.0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,3.2,0.29,-0.3,0.0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,M0.5 V,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,3842.0,32.0,-32.0,0.0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,0.6,0.04,-0.04,0.0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,0.61,0.06,-0.06,0.0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,-0.03,0.03,-0.03,0.0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,[Fe/H],0.072,0.002,-0.002,0.0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,4.84,0.08,-0.08,0.0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,nan,nan,nan,nan,nan,3.88024,0.21823,-0.21823,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,nan,nan,nan,nan,nan,29.0,2.0,-2.0,0.0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,3.22,0.08,-0.08,0.0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,23h20m06.86s,350.0285917,-60d03m56.63s,-60.0657292,-53.55913,321.95595,-49.52755,319.21183,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,344.5330543,0.1039992,-0.1039992,-319.961,0.102122,-0.102122,-127.781,0.115073,-0.115073,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,25.1496,0.0239,-0.0239,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,39.7331,0.0375264,-0.0375264,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.46,0.025,-0.025,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.005,0.018,-0.018,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,7.941,0.019,-0.019,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,7.32,0.053,-0.053,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,7.082,0.031,-0.031,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,nan,nan,nan,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.752,0.032,nan,<a refstr=ASTUDILLO_DEFRU_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..58A/abstract target=ref>Astudillo-Defru et al. 2020</a>,10.416,0.028,nan,<a refstr=ASTUDILLO_DEFRU_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..58A/abstract target=ref>Astudillo-Defru et al. 2020</a>,9.675,nan,nan,<a refstr=ASTUDILLO_DEFRU_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..58A/abstract target=ref>Astudillo-Defru et al. 2020</a>,nan,nan,nan,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,6.928,0.06,nan,<a refstr=CUTRI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014yCat.2328....0C/abstract target=ref> Cutri et al. 2014 </a>,6.984,0.02,nan,<a refstr=CUTRI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014yCat.2328....0C/abstract target=ref> Cutri et al. 2014 </a>,6.906,0.016,nan,<a refstr=CUTRI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014yCat.2328....0C/abstract target=ref> Cutri et al. 2014 </a>,6.897,nan,nan,<a refstr=CUTRI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014yCat.2328....0C/abstract target=ref> Cutri et al. 2014 </a>,10.2316,0.000839,-0.000839,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,9.06,0.015,nan,<a refstr=KOEN_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002MNRAS.334...20K/abstract target=ref> Koen et al. 2002 </a>,9.22978,0.0072967,-0.0072967,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,nan,nan,nan,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.0,1,0,0,0,2,0
COM,1118,5,1,HAT-P-14,17:20:27.8813,+38:14:31.81,Transit,0.96454,0.97354,NIRSPEC.BOTS+G395H,SUB2048,NRSRAPID,20,May_29_2022_23:38:36,May_30_2022_07:03:52,6.83,Archived,6,X,X,Proffitt,339,HAT-P-14 b,HAT-P-14,b,nan,nan,TIC 101721385,Gaia DR2 1340497608486742400,2,1,0,0,Transit,2010,<a refstr=TORRES_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...715..458T/abstract target=ref> Torres et al. 2010 </a>,2010-05,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,1,0,0,1,0,0,0,0,0,0,0,4.62767,5e-06,-5e-06,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.0596,0.0005,-0.0005,0.0,<a refstr=SIMPSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011AJ....141..161S/abstract target=ref> Simpson et al. 2011 </a>,0.268,nan,nan,0.0,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,15.917,1.345,-1.345,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1.42,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1093.3352,200.2329,-200.2329,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.44,0.63,-0.63,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Mass,1.56,0.23,-0.23,0.0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,0.11,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1038.78,nan,nan,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1624.0,32.0,-32.0,0.0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,83.5,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2457304.813,0.00015,-0.00015,0.0,BJD-TDB,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,0,0.9072,0.0057,-0.0051,0.0,<a refstr=FUKUI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...819...27F/abstract target=ref>Fukui et al. 2016</a>,0.65,0.024,-0.024,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.1888,0.0408,-0.0408,0.0,<a refstr=TORRES_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...715..458T/abstract target=ref> Torres et al. 2010 </a>,8.9,0.36,-0.36,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.0793,0.001,-0.001,0.0,<a refstr=SIMPSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011AJ....141..161S/abstract target=ref> Simpson et al. 2011 </a>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106.1,2.6,-2.5,0.0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,219.0,3.3,-3.3,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,189.1,5.1,-5.1,0.0,<a refstr=WINN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011AJ....141...63W/abstract target=ref>Winn et al. 2011</a>,nan,nan,nan,nan,nan,F5 V,<a refstr=SIMPSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011AJ....141..161S/abstract target=ref> Simpson et al. 2011 </a>,6600.0,90.0,-90.0,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1.82,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.65,0.73,-0.73,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.11,nan,nan,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,[Fe/H],0.644,0.023,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,4.25,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1.6,0.4,-0.3,0.0,<a refstr=SIMPSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011AJ....141..161S/abstract target=ref> Simpson et al. 2011 </a>,0.62,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,8.18,0.49,-0.49,0.0,<a refstr=WINN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011AJ....141...63W/abstract target=ref>Winn et al. 2011</a>,nan,nan,nan,nan,nan,-20.81,0.28,-0.28,0.0,<a refstr=TORRES_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...715..458T/abstract target=ref> Torres et al. 2010 </a>,17h20m27.88s,260.1161719,+38d14m31.81s,38.2421682,33.53751,62.58916,61.12638,253.78429,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,7.0779684,0.0445203,-0.0445203,2.24068,0.0415549,-0.0415549,-6.71394,0.0448384,-0.0448384,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,222.663,1.257,-1.244,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,4.46233,0.0250417,-0.0250417,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10.412,0.058,-0.058,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,9.988,0.004,-0.004,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,9.094,0.021,-0.021,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,8.927,0.02,-0.02,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,8.851,0.019,-0.019,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,nan,nan,nan,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,nan,nan,nan,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,nan,nan,nan,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,nan,nan,nan,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,nan,nan,nan,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,8.805,0.024,-0.024,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,8.82,0.02,-0.02,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,8.775,0.025,-0.025,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,8.761,0.339,-0.339,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,9.87283,0.000338,-0.000338,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,nan,nan,nan,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,9.54417,0.0061,-0.0061,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,nan,nan,nan,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1.0,0,1,0,0,5,0
